,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose,random
26621,2020,Mayor,0.46,0,0,Democrat,Female,Caucasian,1,0,1,0.109661993
110415,2015,Mayor,0.11,0,0,Democrat,Male,Black,1,0,1,0.02989507167
124167,2003,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.07099121647
1517,2006,Mayor,0.67,1,1,Democrat,Male,Caucasian,0,1,0,0.4731284959
11929,2004,Mayor,0.89,1,1,Republican,Male,Caucasian,0,1,0,0.8459196617
76114,2012,Mayor,0.09,0,0,Republican,Female,Caucasian,1,0,1,0.7014523703
107613,2013,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1,0.3853585538
54374,2017,Mayor,0.35,0,0,Republican,Male,Caucasian,1,0,1,0.6501918734
21491,2021,Mayor,0.24,0,0,Unknown,Male,Black,1,0,1,0.6036446792
90353,2008,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1,0.9282762868
20322,1998,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.4204824354
33159,2015,Mayor,0.38,0,0,Democrat,Male,Caucasian,1,0,1,0.9354792742
41310,1993,Mayor,0.57,1,1,Republican,Male,Caucasian,0,1,0,0.09507335596
74609,2002,Mayor,0.4,0,0,Democrat,Male,Caucasian,1,0,1,0.6281682152
7527,2001,Mayor,0.54,1,0,Democrat,Female,Caucasian,0,0,1,0.555429582
75288,2007,Mayor,0.12,0,0,Democrat,Male,Black,1,0,1,0.9192147213
61801,2011,Mayor,0.43,0,1,Democrat,Male,Caucasian,1,0,1,0.9860068241
55097,2006,Mayor,0.53,1,1,Democrat,Male,Black,0,1,0,0.4673603592
95815,2011,Mayor,0.08,0,0,Republican,Female,Hispanic,1,0,1,0.03239142043
103162,2020,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.3856733618
104815,1994,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.6020970449
101695,2011,Mayor,0.13,0,0,Republican,Male,Caucasian,1,0,1,0.5498436355
32392,2014,Mayor,0.34,0,0,Democrat,Male,Caucasian,1,0,1,0.9529464831
112274,2016,Mayor,0.21,0,0,Republican,Male,Hispanic,1,0,1,0.7901399042
77860,2020,Mayor,0.23,0,0,Republican,Male,Caucasian,1,0,1,0.9605462156
28849,2020,Mayor,0.58,1,0,Unknown,Unknown,Black,0,0,1,0.3342164877
61256,1998,Mayor,0.28,1,1,Republican,Male,Caucasian,0,1,0,0.617635137
123902,2007,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.6630491522
56383,2019,Mayor,1,1,0,Democrat,Male,Black,0,0,1,0.7423629585
43956,2005,Mayor,0.59,1,0,Democrat,Male,Caucasian,0,0,1,0.1336759782
76506,2004,Mayor,1,1,1,Republican,Unknown,Caucasian,0,1,0,0.9397121502
123939,2011,Mayor,0,0,0,Unknown,Female,Black,1,0,1,0.6978091523
24464,2012,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.2783255281
67914,2017,Mayor,0.78,1,0,Republican,Male,Caucasian,0,0,1,0.145592816
38835,2009,Mayor,0.49,0,0,Democrat,Female,Caucasian,1,0,1,0.2000750437
106442,2002,Mayor,0.4,0,0,Unknown,Male,Caucasian,1,0,1,0.07275218621
32297,2021,Mayor,0.69,1,1,Democrat,Female,Caucasian,0,1,0,0.4860607607
121795,2003,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.2041821813
123064,2019,Mayor,0,0,0,Democrat,Male,Black,1,0,1,0.8527498338
75530,1993,Mayor,0.49,0,0,Democrat,Female,Hispanic,1,0,1,0.5078547657
120221,1997,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.9661546384
117365,2019,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1,0.3531029791
76298,2002,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1,0.4389476823
22072,2020,Mayor,0.43,0,0,Democrat,Male,Black,1,0,1,0.6633125486
7349,2009,Mayor,0.78,1,1,Democrat,Male,Caucasian,0,1,0,0.1419691485
62189,2003,Mayor,0.79,1,1,Unknown,Unknown,Caucasian,0,1,0,0.8943874791
57218,2004,Mayor,0.51,1,0,Unknown,Female,Caucasian,0,0,1,0.9225893681
110894,2007,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.7497519171
28968,1997,Mayor,0.55,1,0,Republican,Male,Caucasian,0,0,1,0.4108466632
106214,2007,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.785924993
57462,1995,Mayor,0.71,1,1,Republican,Female,Caucasian,0,1,0,0.9213270836
32966,2018,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1,0.6388048123
37080,2011,Mayor,0.86,1,0,Democrat,Female,Black,0,0,1,0.7636419595
8798,1993,Mayor,0.67,1,1,Republican,Male,Caucasian,0,1,0,0.1317921206
46998,2008,Mayor,0.26,0,0,Unknown,Male,Caucasian,1,0,1,0.3744758727
97495,2015,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1,0.3379690752
123580,2006,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.2250293525
77683,2004,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1,0.03804359838
81861,2004,Mayor,0.24,0,0,Republican,Male,Caucasian,1,0,1,0.1629000073
37130,1998,Mayor,0.59,1,1,Republican,Female,Black,0,1,0,0.4251217006
40625,2021,Mayor,0.65,1,1,Democrat,Male,Caucasian,0,1,0,0.768790054
123329,2009,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.2911472136
18830,2018,Mayor,0.32,0,0,Democrat,Female,Caucasian,1,0,1,0.07578205152
71086,2003,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1,0.9257477506
76706,2005,Mayor,0.41,0,0,Democrat,Male,Hispanic,1,0,1,0.07029300456
19503,1997,Mayor,0.4,0,0,Democrat,Male,Caucasian,1,0,1,0.1570672464
57551,2011,Mayor,0.35,0,1,Republican,Male,Caucasian,1,0,1,0.3053356201
3582,2013,Mayor,0.42,1,0,Republican,Male,Caucasian,0,0,1,0.1598928488
46963,2005,Mayor,0.58,1,0,Republican,Male,Caucasian,0,0,1,0.5726402992
116935,1999,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.09607068996
53227,2007,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.3429053538
9191,2020,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1,0.286042949
117046,1999,Mayor,0.09,0,0,Democrat,Female,Caucasian,1,0,1,0.8634556485
4791,2018,Mayor,0.53,1,1,Democrat,Female,Caucasian,0,1,0,0.3416510949
36228,1999,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1,0.748530489
85365,2003,Mayor,0.38,0,0,Republican,Male,Caucasian,1,0,1,0.6255796949
73694,2019,Mayor,0.07,0,0,Democrat,Female,Asian,1,0,1,0.2860527661
3509,2010,Mayor,0.77,1,1,Democrat,Male,Caucasian,0,1,0,0.1015351064
88973,2012,Mayor,0.04,0,0,Unknown,Unknown,Unknown,1,0,1,0.7709312764
22270,2014,Mayor,0.82,1,1,Republican,Female,Caucasian,0,1,0,0.3641555396
62529,2017,Mayor,1,1,1,Unknown,Male,Caucasian,0,1,0,0.04172768131
84123,2010,Mayor,0.21,0,0,Unknown,Male,Caucasian,1,0,1,0.6045571967
43948,2017,Mayor,0.38,0,0,Democrat,Female,Caucasian,1,0,1,0.2060103961
101021,2003,Mayor,0.11,0,0,Republican,Male,Caucasian,1,0,1,0.8952780514
14862,2009,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.7791776374
1684,2012,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1,0.339258091
123960,2004,Mayor,0,0,0,Unknown,Female,Caucasian,1,0,1,0.1993439752
120176,2001,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.8965876636
21202,1993,Mayor,0.37,0,0,Republican,Male,Caucasian,1,0,1,0.8125562375
48804,1997,Mayor,0.51,1,0,Republican,Female,Caucasian,0,0,1,0.6083831684
100277,2006,Mayor,0.36,0,0,Unknown,Male,Hispanic,1,0,1,0.9217701568
93433,2006,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1,0.2107593211
60960,2021,Mayor,0.36,0,0,Unknown,Male,Caucasian,1,0,1,0.6614327654
119592,2012,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1,0.9580269482
45140,2014,Mayor,0.62,1,1,Republican,Female,Caucasian,0,1,0,0.1770655176
98242,2002,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1,0.740652666
120382,2013,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.5639312893
12573,2015,Mayor,0.29,0,0,Republican,Female,Caucasian,1,0,1,0.1309905112
34405,2021,Mayor,0.49,0,0,Republican,Male,Caucasian,1,0,1,0.03683262963
59426,2019,Mayor,0.27,0,0,Republican,Male,Caucasian,1,0,1,0.8622818726
114490,2011,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1,0.9785832378
86292,2008,Mayor,0.32,0,0,Republican,Male,Caucasian,1,0,1,0.9409885984
39199,2019,Mayor,0.45,1,1,Democrat,Female,Caucasian,0,1,0,0.5401050089
59757,2018,Mayor,0.33,0,0,Unknown,Unknown,Caucasian,1,0,1,0.3093705635
124344,1993,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.8609341978
63720,1997,Mayor,0.43,0,1,Republican,Female,Caucasian,1,0,1,0.8676638955
57673,2017,Mayor,0.4,1,0,Republican,Female,Caucasian,0,0,1,0.3438082102
41192,2000,Mayor,0.21,0,0,Democrat,Female,Caucasian,1,0,1,0.08970345499
75946,2000,Mayor,0.07,0,0,Unknown,Male,Hispanic,1,0,1,0.6777045227
67494,2011,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.2319359984
52137,2015,Mayor,0.71,1,0,Democrat,Male,Black,0,0,1,0.9650988604
123378,2015,Mayor,0.01,0,0,Democrat,Female,Caucasian,1,0,1,0.7561805252
42542,1993,Mayor,0.48,0,0,Democrat,Male,Caucasian,1,0,1,0.7043103308
43828,2001,Mayor,1,1,0,Unknown,Male,Black,0,0,1,0.5270327674
86443,2015,Mayor,0.11,0,0,Republican,Male,Black,1,0,1,0.9177361523
38143,2020,Mayor,0.17,0,0,Democrat,Male,Hispanic,1,0,1,0.2744264135
64911,1999,Mayor,1,1,1,Democrat,Male,Black,0,1,0,0.1408097983
64376,2021,Mayor,0.42,1,0,Unknown,Female,Caucasian,0,0,1,0.8526226599
123221,2013,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.6120232888
123678,1998,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.804001311
121998,1997,Mayor,0,0,0,Unknown,Male,Caucasian,1,0,1,0.9768468791
124648,1997,Mayor,0,0,0,Unknown,Unknown,Caucasian,1,0,1,0.4277862385
64499,2014,Mayor,0.28,0,0,Democrat,Male,Hispanic,1,0,1,0.3614887356
74278,2019,Mayor,0.41,0,0,Republican,Male,Caucasian,1,0,1,0.9417064301
88055,2007,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1,0.3379233888
19169,2008,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.8431358821
68130,2012,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.2193606193
101202,2012,Mayor,0.04,0,0,Republican,Male,Asian,1,0,1,0.363171331
110426,2005,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1,0.253336913
69372,2018,Mayor,0.09,0,0,Unknown,Male,Caucasian,1,0,1,0.05321278863
55168,2005,Mayor,0.48,0,0,Republican,Male,Caucasian,1,0,1,0.6540197785
122441,2021,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1,0.3428564689
51862,2003,Mayor,1,1,1,Democrat,Male,Hispanic,0,1,0,0.4003810687
23481,2021,Mayor,0.51,1,0,Republican,Male,Caucasian,0,0,1,0.1073606215
17813,2014,Mayor,0.52,1,0,Democrat,Male,Hispanic,0,0,1,0.2650002982
119527,2009,Mayor,0,0,0,Democrat,Male,Caucasian,1,0,1,0.3327992035
113570,2008,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1,0.3999113681
63768,1996,Mayor,0.81,1,1,Republican,Male,Caucasian,0,1,0,0.2705958985
28774,2011,Mayor,0.92,1,1,Democrat,Male,Black,0,1,0,0.8397386411
40527,2008,Mayor,0.33,1,0,Democrat,Male,Caucasian,0,0,1,0.6368768795
70405,1993,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.6651387475
85170,2004,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1,0.4955647873
45414,2003,Mayor,0.51,1,0,Republican,Female,Caucasian,0,0,1,0.05615607347
31865,2000,Mayor,0.28,0,0,Republican,Male,Caucasian,1,0,1,0.2300561999
105932,2005,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.6385197139
25792,2005,Mayor,0.31,0,1,Democrat,Male,Caucasian,1,0,1,0.1724969564
43482,2015,Mayor,0.36,0,1,Democrat,Male,Black,1,0,1,0.04729086829
63991,2000,Mayor,0.32,0,0,Democrat,Male,Caucasian,1,0,1,0.9410429746
56863,2010,Mayor,0.51,1,1,Unknown,Female,Caucasian,0,1,0,0.4908706465
88728,2009,Mayor,0.36,0,0,Unknown,Unknown,Unknown,1,0,1,0.7061373542
67176,2017,Mayor,0.56,1,0,Democrat,Male,Caucasian,0,0,1,0.8615806003
2154,2019,Mayor,0.26,0,0,Democrat,Female,Black,1,0,1,0.5419419674
40747,2002,Mayor,0.82,1,1,Democrat,Male,Black,0,1,0,0.002341000492
73329,1995,Mayor,0.3,0,0,Republican,Male,Caucasian,1,0,1,0.7469564597
121770,2019,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1,0.5760269526
118584,2000,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1,0.7699816392
6817,2011,Mayor,0.44,0,0,Republican,Male,Caucasian,1,0,1,0.3966383678
65599,2009,Mayor,0.39,0,0,Republican,Male,Caucasian,1,0,1,0.8385107617
122977,2006,Mayor,0,0,0,Democrat,Male,Hispanic,1,0,1,0.4493585502
92238,2017,Mayor,0.27,0,0,Democrat,Male,Caucasian,1,0,1,0.9440544483
39860,2012,Mayor,0.4,1,0,Republican,Male,Caucasian,0,0,1,0.3579061775
60740,2013,Mayor,0.7,1,1,Republican,Male,Caucasian,0,1,0,0.8336450697
55998,2012,Mayor,0.09,0,0,Republican,Male,Caucasian,1,0,1,0.03844020974
41224,2010,Mayor,0.3,0,0,Democrat,Male,Hispanic,1,0,1,0.6327675779
54583,2017,Mayor,0.3,0,0,Democrat,Female,Hispanic,1,0,1,0.323911946
12561,2012,Mayor,0.8,1,1,Republican,Male,Caucasian,0,1,0,0.679298327
63652,2009,Mayor,0.55,1,0,Democrat,Female,Black,0,0,1,0.6435595764
9411,2001,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0,0.780895649
22559,2018,Mayor,1,1,1,Democrat,Female,Caucasian,0,1,0,0.4197131667
24909,2003,Mayor,0.46,0,0,Democrat,Male,Caucasian,1,0,1,0.07299560916
19019,1993,Mayor,0.33,0,0,Democrat,Female,Caucasian,1,0,1,0.79685524
51991,2018,Mayor,0.27,0,0,Democrat,Male,Asian,1,0,1,0.8075711087
68311,2007,Mayor,0.08,0,1,Democrat,Male,Black,1,0,1,0.07272410993
82463,2007,Mayor,0.33,0,0,Democrat,Male,Black,1,0,1,0.05367853478
91004,1993,Mayor,0.3,0,0,Republican,Male,Caucasian,1,0,1,0.7630326553
46115,2014,Mayor,0.41,1,0,Democrat,Male,Caucasian,0,0,1,0.4522441235
85888,1999,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1,0.4331159011
49265,2001,Mayor,0.7,1,1,Democrat,Male,Caucasian,0,1,0,0.8053471951
48569,2003,Mayor,0.49,0,1,Republican,Male,Caucasian,1,0,1,0.1826480797
25122,1994,Mayor,0.57,1,1,Democrat,Male,Caucasian,0,1,0,0.5633884459
74461,1993,Mayor,0.51,1,0,Democrat,Male,Caucasian,0,0,1,0.212739405
300,2020,Mayor,0.56,1,0,Democrat,Male,Hispanic,0,0,1,0.8240569108
85724,2003,Mayor,0.23,0,0,Unknown,Unknown,Unknown,1,0,1,0.05562228396
37680,2018,Mayor,0.33,0,1,Democrat,Female,Caucasian,1,0,1,0.6001257586
48845,2013,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.4512684323
45576,2011,Mayor,0.71,1,1,Republican,Male,Caucasian,0,1,0,0.1271328867
120103,2002,Mayor,0.1,0,0,Unknown,Male,Caucasian,1,0,1,0.2362793741
44724,2019,Mayor,0.55,1,1,Democrat,Male,Caucasian,0,1,0,0.3483856121
112045,2001,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1,0.02001870989
46313,2002,Mayor,0.42,0,0,Republican,Male,Caucasian,1,0,1,0.3680372294
124588,1996,Mayor,1,1,1,Republican,Female,Caucasian,0,1,0,0.4910888806
84099,2004,Mayor,0.12,0,0,Republican,Male,Caucasian,1,0,1,0.2409138373
79360,1995,Mayor,0.26,0,0,Republican,Male,Caucasian,1,0,1,0.381905491
331,2017,Mayor,0.81,1,1,Democrat,Male,Hispanic,0,1,0,0.5611419753
117132,2002,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1,0.956421699
87715,2016,Mayor,0.02,0,0,Unknown,Female,Hispanic,1,0,1,0.7143875107
124051,2017,Mayor,0,0,0,Democrat,Female,Caucasian,1,0,1,0.2402611028
62727,2005,Mayor,0.52,1,0,Republican,Male,Caucasian,0,0,1,0.6177328439
15761,2006,Mayor,0.66,1,1,Republican,Male,Caucasian,0,1,0,0.5260135625
88151,2013,Mayor,0.08,0,0,Democrat,Male,Black,1,0,1,0.2370897949
28171,2012,Mayor,0.36,1,0,Democrat,Male,Caucasian,0,0,1,0.2297408173
106624,2018,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1,0.0478883757
85683,2014,Mayor,0.14,0,0,Democrat,Male,Hispanic,1,0,1,0.2964625032
117032,2008,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1,0.9970432316
64970,2011,Mayor,0.2,0,0,Republican,Male,Caucasian,1,0,1,0.7293039486
13348,1996,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.9924496737
60368,2007,Mayor,0.73,1,1,Democrat,Female,Caucasian,0,1,0,0.7039693734
37977,2016,Mayor,0.49,0,0,Democrat,Male,Caucasian,1,0,1,0.7531958335
114449,2017,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1,0.210264312
64915,1996,Mayor,0.14,0,0,Unknown,Male,Caucasian,1,0,1,0.2151160025
35055,2016,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1,0.3966637024
76354,2013,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.02119878754
107401,1994,Mayor,0.31,0,0,Republican,Male,Caucasian,1,0,1,0.2716624521
58368,2017,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.8067720627
26157,2021,Mayor,0.34,0,0,Democrat,Male,Caucasian,1,0,1,0.2042395879
45040,2020,Mayor,0.22,0,0,Republican,Female,Caucasian,1,0,1,0.5905107985
115965,2009,Mayor,0,0,0,Republican,Male,Caucasian,1,0,1,0.6607194058
48483,2005,Mayor,0.6,1,0,Democrat,Male,Caucasian,0,0,1,0.1324728646
35484,2002,Mayor,0.27,0,0,Republican,Female,Caucasian,1,0,1,0.790259271
18929,2021,Mayor,0.4,0,0,Democrat,Unknown,Unknown,1,0,1,0.3510087764
93172,2002,Mayor,1,1,0,Unknown,Male,Caucasian,0,0,1,0.1278901082
29462,2019,Mayor,0.11,0,0,Unknown,Female,Black,1,0,1,0.9860826773
86633,2010,Mayor,0.12,0,0,Democrat,Male,Caucasian,1,0,1,0.7023649498
73978,2001,Mayor,0.53,1,0,Republican,Male,Caucasian,0,0,1,0.5449802686
82025,2016,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1,0.924041825
122986,1995,Mayor,0,0,0,Democrat,Male,Black,1,0,1,0.008384590992
41689,2017,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.5717720917
20208,2003,Mayor,0.64,1,0,Democrat,Male,Caucasian,0,0,1,0.8543179372
23295,2015,Mayor,0.55,1,1,Democrat,Female,Caucasian,0,1,0,0.1115411829
123142,2019,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1,0.1715477247
100443,2011,Mayor,0.08,0,0,Republican,Male,Caucasian,1,0,1,0.1558004201
48432,2000,Mayor,1,1,1,Republican,Male,Black,0,1,0,0.1829324052
81698,2018,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1,0.6315411142
40636,2021,Mayor,0.39,1,0,Republican,Male,Caucasian,0,0,1,0.5361591731
47005,2016,Mayor,0.19,0,0,Democrat,Male,Hispanic,1,0,1,0.765831284
60639,2019,Mayor,0.4,0,0,Unknown,Unknown,Unknown,1,0,1,0.600844029
64565,2018,Mayor,0.26,0,1,Republican,Male,Asian,1,0,1,0.2465164993
93414,2020,Mayor,0.11,0,0,Democrat,Male,Caucasian,1,0,1,0.5465987584
55683,1994,Mayor,0.79,1,1,Democrat,Male,Caucasian,0,1,0,0.3779634025
47503,2019,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.6791107414
65483,2020,Mayor,0.09,0,0,Republican,Female,Black,1,0,1,0.06010595173
7865,2011,Mayor,0.21,0,0,Democrat,Male,Caucasian,1,0,1,0.8463537184
24845,2012,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.3847712933
16618,2020,Mayor,0.33,1,0,Democrat,Male,Hispanic,0,0,1,0.3636932284
88652,2001,Mayor,0.24,0,0,Unknown,Unknown,Caucasian,1,0,1,0.3055737138
119552,2015,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1,0.9669423873
30762,1995,Mayor,0.43,0,0,Republican,Male,Caucasian,1,0,1,0.513953985
8204,2009,Mayor,0.52,1,0,Democrat,Male,Black,0,0,1,0.6115549591
58542,1996,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1,0.4897148047
78651,2011,Mayor,0.2,0,0,Democrat,Female,Caucasian,1,0,1,0.2724347699
52235,1994,Mayor,0.54,1,0,Republican,Male,Caucasian,0,0,1,0.9132938949
115383,2005,Mayor,0.12,0,0,Unknown,Male,Caucasian,1,0,1,0.2437392622
119785,2009,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1,0.7807834399
20376,2019,Mayor,0.84,1,1,Democrat,Female,Caucasian,0,1,0,0.2261289997
76146,2015,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.7812290687
3328,2013,Mayor,0.52,1,0,Democrat,Male,Caucasian,0,0,1,0.8578611992
49683,2011,Mayor,0.8,1,1,Democrat,Male,Caucasian,0,1,0,0.7370328339
77981,2002,Mayor,0.24,0,0,Unknown,Unknown,Unknown,1,0,1,0.3867632322
6601,2021,Mayor,0.56,1,1,Democrat,Male,Caucasian,0,1,0,0.2084745355
52298,1998,Mayor,0.26,0,0,Unknown,Male,Hispanic,1,0,1,0.1863975806
20438,2004,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.08671250122
46239,2014,Mayor,0.61,1,0,Republican,Male,Caucasian,0,0,1,0.5387117516
94863,2002,Mayor,0.47,0,0,Republican,Male,Caucasian,1,0,1,0.08851119887
50166,2001,Mayor,1,1,1,Democrat,Female,Hispanic,0,1,0,0.9873529601
113449,1998,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.2908766316
30715,1997,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.01393549556
115843,2019,Mayor,0,0,0,Republican,Unknown,Unknown,1,0,1,0.05339408591
8912,2016,Mayor,0.22,0,1,Democrat,Female,Black,1,0,1,0.4103258842
126139,2013,Mayor,1,1,1,Democrat,Male,Caucasian,0,1,0,0.0471153053
2249,2012,Mayor,0.46,0,0,Democrat,Male,Hispanic,1,0,1,0.5730272648
80321,1999,Mayor,0.18,0,0,Democrat,Male,Caucasian,1,0,1,0.3962136028
124753,1998,Mayor,1,1,0,Republican,Male,Asian,0,0,1,0.7936938994
28413,2008,Mayor,0.29,0,0,Democrat,Female,Hispanic,1,0,1,0.7253277547
17100,2001,Mayor,0.29,0,0,Republican,Male,Caucasian,1,0,1,0.1785113592
76511,2016,Mayor,0.11,0,0,Unknown,Unknown,Caucasian,1,0,1,0.8526774188
34879,1995,Mayor,0.64,1,1,Republican,Male,Caucasian,0,1,0,0.01758197719
69348,2021,Mayor,0.37,0,0,Democrat,Male,Caucasian,1,0,1,0.9659149562
25996,2000,Mayor,0.45,0,0,Republican,Unknown,Caucasian,1,0,1,0.6156291297
84332,1996,Mayor,1,1,0,Republican,Female,Caucasian,0,0,1,0.9316624669
61308,2015,Mayor,0.51,1,1,Democrat,Male,Other,0,1,0,0.8624737503
47931,2021,Mayor,0.62,1,1,Democrat,Male,Caucasian,0,1,0,0.3162765547
56548,2010,Mayor,0.5,0,0,Republican,Male,Caucasian,1,0,1,0.1941608302
29016,2009,Mayor,0.68,1,0,Republican,Male,Caucasian,0,0,1,0.2082198179
32272,1995,Mayor,0.67,1,1,Republican,Female,Caucasian,0,1,0,0.3047705772
86350,1993,Mayor,0.52,1,1,Democrat,Male,Caucasian,0,1,0,0.8332549847
15050,2017,Mayor,0.48,0,1,Republican,Male,Caucasian,1,0,1,0.6994054697
47572,2005,Mayor,0.58,1,1,Republican,Male,Caucasian,0,1,0,0.6223979789
99127,1998,Mayor,1,1,0,Republican,Male,Caucasian,0,0,1,0.3182987187
78920,1999,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1,0.03717731935
45681,1998,Mayor,0.44,1,0,Democrat,Male,Hispanic,0,0,1,0.3512603312
21185,2018,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1,0.3633828063
29433,2006,Mayor,0.69,1,1,Democrat,Female,Caucasian,0,1,0,0.5447100636
78367,2013,Mayor,0.24,0,0,Democrat,Male,Caucasian,1,0,1,0.4674033381
13386,2017,Mayor,0.6,1,1,Democrat,Male,Caucasian,0,1,0,0.7774117606
77348,2000,Mayor,0.16,0,0,Unknown,Male,Caucasian,1,0,1,0.3608351757
122451,2006,Mayor,0.01,0,0,Democrat,Female,Caucasian,1,0,1,0.1459174172
42698,1998,Mayor,0.3,0,0,Democrat,Male,Caucasian,1,0,1,0.3597961894
93424,2014,Mayor,0.07,0,0,Democrat,Male,Hispanic,1,0,1,0.9099700583
41010,2007,Mayor,0.47,0,1,Democrat,Male,Caucasian,1,0,1,0.7539403744
96714,2013,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1,0.2581504453
95452,2019,Mayor,0.19,0,0,Republican,Male,Caucasian,1,0,1,0.6432894685
85124,2021,Mayor,0.12,0,0,Republican,Female,Caucasian,1,0,1,0.2744504082
123549,2021,Mayor,0,0,0,Unknown,Female,Hispanic,1,0,1,0.9635658326
85798,1994,Mayor,0.63,1,1,Republican,Male,Caucasian,0,1,0,0.7299137847
7439,2008,Mayor,0.35,0,0,Republican,Male,Black,1,0,1,0.5357329177
18570,1997,Mayor,0.43,0,1,Republican,Male,Caucasian,1,0,1,0.3558234177
23509,2001,Mayor,0.55,1,0,Republican,Male,Caucasian,0,0,1,0.1540569075
20921,2018,Mayor,1,1,1,Republican,Male,Caucasian,0,1,0,0.2450740261
27796,2004,Mayor,0.59,1,0,Republican,Male,Caucasian,0,0,1,0.5084560968
24333,2021,Mayor,0.58,1,1,Democrat,Female,Caucasian,0,1,0,0.5984279391
