,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose
111961,2018,Mayor,0.11,0,0,Democrat,Female,Black,1,0,1
111987,1996,Mayor,0.35,0,0,Republican,Female,Caucasian,1,0,1
112019,2021,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1
112045,2001,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
112172,2009,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
112191,2005,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
112199,2011,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1
112205,2014,Mayor,0.07,0,0,Republican,Male,Caucasian,1,0,1
112230,2019,Mayor,0.02,0,0,Republican,Male,Black,1,0,1
112274,2016,Mayor,0.21,0,0,Republican,Male,Hispanic,1,0,1
112320,2013,Mayor,0.28,0,0,Republican,Male,Black,1,0,1
112321,2013,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
112329,1995,Mayor,0.43,0,0,Unknown,Female,Caucasian,1,0,1
112346,2020,Mayor,0.07,0,0,Unknown,Male,Asian,1,0,1
112352,1995,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
112366,2015,Mayor,0.01,0,0,Republican,Unknown,Unknown,1,0,1
112367,2017,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
112380,2001,Mayor,0.14,0,0,Republican,Male,Caucasian,1,0,1
112409,2003,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
112411,2004,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
112447,2016,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
112461,2002,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
112464,2004,Mayor,0.36,0,0,Democrat,Male,Caucasian,1,0,1
112474,2011,Mayor,0.21,0,0,Unknown,Male,Caucasian,1,0,1
112499,2014,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
112513,2005,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
112526,1995,Mayor,0.22,0,0,Unknown,Female,Caucasian,1,0,1
112560,2017,Mayor,0.07,0,0,Republican,Male,Hispanic,1,0,1
112608,2006,Mayor,0.18,0,0,Republican,Male,Caucasian,1,0,1
112647,2006,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
112666,1994,Mayor,0.02,0,0,Democrat,Male,Hispanic,1,0,1
112675,2009,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
112677,2009,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1
112693,2004,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
112708,2016,Mayor,0.07,0,0,Unknown,Male,Hispanic,1,0,1
112716,2021,Mayor,0.08,0,0,Unknown,Male,Caucasian,1,0,1
112742,2003,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
112772,2006,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
112813,1996,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
112818,2004,Mayor,0.07,0,0,Unknown,Unknown,Asian,1,0,1
112846,2013,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
112852,1997,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
112858,2008,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
112893,1997,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
112914,2002,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1
112920,2010,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
112922,2011,Mayor,0.0,0,0,Republican,Male,Hispanic,1,0,1
112937,2006,Mayor,1.0,1,0,Unknown,Male,Caucasian,0,0,1
112972,1999,Mayor,0.06,0,0,Unknown,Male,Hispanic,1,0,1
113011,2014,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1
113015,2018,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
113034,2011,Mayor,0.07,0,0,Republican,Female,Caucasian,1,0,1
113043,2021,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
113051,2009,Mayor,0.02,0,0,Unknown,Unknown,Caucasian,1,0,1
113054,2015,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
113070,2010,Mayor,0.0,0,0,Democrat,Unknown,Caucasian,1,0,1
113101,2009,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
113103,2013,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
113132,2004,Mayor,0.21,0,0,Democrat,Male,Caucasian,1,0,1
113142,2000,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
113160,2017,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1
113207,2008,Mayor,0.0,0,0,Unknown,Female,Caucasian,1,0,1
113255,2015,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
113273,2013,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1
113304,2003,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1
113339,1995,Mayor,0.26,0,0,Democrat,Male,Caucasian,1,0,1
113370,2015,Mayor,0.14,0,0,Democrat,Male,Hispanic,1,0,1
113388,2009,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
113401,2005,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
113406,2009,Mayor,0.06,0,0,Unknown,Male,Caucasian,1,0,1
113414,2017,Mayor,0.08,0,0,Democrat,Male,Black,1,0,1
113423,1996,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
113444,2019,Mayor,0.06,0,0,Unknown,Male,Hispanic,1,0,1
113449,1998,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
113476,2011,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
113487,1994,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
113525,2016,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
113544,2021,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1
113570,2008,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
113579,1998,Mayor,0.22,0,0,Unknown,Male,Caucasian,1,0,1
113583,2007,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
113586,2010,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
113633,2002,Mayor,0.14,0,0,Republican,Male,Black,1,0,1
113639,2008,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
113656,1995,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1
113664,2013,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
113684,2010,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
113718,2015,Mayor,0.01,0,0,Republican,Female,Caucasian,1,0,1
113782,1999,Mayor,0.06,0,0,Unknown,Male,Caucasian,1,0,1
113811,2017,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
113816,2019,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1
113817,2019,Mayor,0.07,0,0,Republican,Male,Caucasian,1,0,1
113832,2021,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
113851,2013,Mayor,0.06,0,0,Republican,Male,Black,1,0,1
113880,2004,Mayor,0.03,0,0,Democrat,Female,Caucasian,1,0,1
113895,2021,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
113987,2004,Mayor,0.03,0,0,Unknown,Unknown,Caucasian,1,0,1
114002,1997,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
114008,2009,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
114011,2014,Mayor,0.0,0,0,Republican,Male,Asian,1,0,1
114015,2019,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
114113,2018,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
114133,2018,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
114142,2001,Mayor,0.01,0,0,Democrat,Female,Caucasian,1,0,1
114148,2013,Mayor,0.06,0,0,Democrat,Male,Black,1,0,1
114171,2013,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
114189,2016,Mayor,0.01,0,0,Unknown,Male,Hispanic,1,0,1
114203,2001,Mayor,0.28,0,0,Democrat,Female,Hispanic,1,0,1
114213,2015,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
114228,2007,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
114239,1998,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
114267,2006,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
114271,2012,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1
114273,2018,Mayor,0.11,0,0,Republican,Female,Caucasian,1,0,1
114285,2010,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1
114311,2017,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
114396,1998,Mayor,0.03,0,0,Democrat,Male,Hispanic,1,0,1
114410,2020,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
114449,2017,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
114490,2011,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
114530,2007,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
114538,2015,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
114555,2002,Mayor,0.01,0,0,Republican,Male,Black,1,0,1
114578,2001,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
114581,2007,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
114594,1998,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
114599,2005,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1
114633,2014,Mayor,0.03,0,0,Unknown,Male,Hispanic,1,0,1
114652,2010,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
114660,2016,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
114708,2002,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
114709,2002,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
114725,1997,Mayor,0.01,0,0,Democrat,Female,Caucasian,1,0,1
114728,2001,Mayor,0.04,0,0,Unknown,Unknown,Unknown,1,0,1
114747,2020,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1
114790,2005,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
114834,1996,Mayor,0.09,0,0,Democrat,Male,Caucasian,1,0,1
114841,2005,Mayor,0.08,0,0,Unknown,Male,Caucasian,1,0,1
114866,2017,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
114870,2021,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
114872,1994,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
114877,2003,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
114881,2011,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
114892,2001,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
114902,2017,Mayor,0.01,0,0,Republican,Female,Caucasian,1,0,1
114928,2016,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1
114931,1997,Mayor,0.01,0,0,Republican,Female,Caucasian,1,0,1
114933,2001,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
114943,2016,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
114954,2009,Mayor,0.02,0,0,Republican,Male,Black,1,0,1
114957,2015,Mayor,0.06,0,0,Democrat,Female,Caucasian,1,0,1
114992,2004,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
114993,2005,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
115001,2019,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1
115003,2021,Mayor,0.02,0,0,Unknown,Male,Hispanic,1,0,1
115018,2005,Mayor,0.02,0,0,Republican,Male,Hispanic,1,0,1
115038,2000,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
115046,2015,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
115048,2015,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
115064,2001,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
115068,2009,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1
115077,2016,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
115079,2018,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
115092,2009,Mayor,0.12,0,0,Unknown,Female,Caucasian,1,0,1
115103,2019,Mayor,0.04,0,0,Unknown,Female,Caucasian,1,0,1
115131,2007,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
115132,2007,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
115181,2001,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
115196,2010,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
115197,2011,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
115209,2005,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
115229,2011,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1
115232,2015,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
115243,2006,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
115253,2019,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
115272,2021,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
115281,2011,Mayor,0.0,0,0,Democrat,Female,Asian,1,0,1
115310,2018,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
115330,2014,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
115331,2015,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
115348,2005,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
115358,2013,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
115383,2005,Mayor,0.12,0,0,Unknown,Male,Caucasian,1,0,1
115399,2019,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
115435,2005,Mayor,0.13,0,0,Unknown,Female,Caucasian,1,0,1
115438,2007,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1
115444,2011,Mayor,0.06,0,0,Republican,Male,Black,1,0,1
115475,1995,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
115479,2002,Mayor,0.03,0,0,Unknown,Male,Hispanic,1,0,1
115487,2015,Mayor,0.02,0,0,Unknown,Unknown,Asian,1,0,1
115495,1996,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
115496,1999,Mayor,0.18,0,0,Democrat,Female,Caucasian,1,0,1
115508,2014,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
115524,2013,Mayor,0.05,0,0,Republican,Female,Caucasian,1,0,1
115526,2013,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
115544,2009,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
115580,2000,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
115614,2010,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
115640,2018,Mayor,0.05,0,0,Democrat,Female,Caucasian,1,0,1
115645,1995,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
115670,2013,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
115683,1996,Mayor,0.11,0,0,Unknown,Male,Caucasian,1,0,1
115716,1995,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
115721,2004,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
115738,2009,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
115754,2008,Mayor,0.04,0,0,Unknown,Female,Caucasian,1,0,1
115760,2012,Mayor,0.05,0,0,Unknown,Male,Hispanic,1,0,1
115792,2017,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
115796,2018,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
115828,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
115830,2010,Mayor,0.01,0,0,Unknown,Female,Black,1,0,1
115843,2019,Mayor,0.0,0,0,Republican,Unknown,Unknown,1,0,1
115850,2001,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
115852,2003,Mayor,0.08,0,0,Unknown,Female,Caucasian,1,0,1
115863,2013,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
115887,2019,Mayor,0.02,0,0,Republican,Female,Hispanic,1,0,1
115890,2020,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
115898,2009,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
115915,2001,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
115943,2011,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
115944,2011,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
115948,2013,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
115952,2017,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
115963,2007,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1
115965,2009,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
115996,2021,Mayor,0.07,0,0,Democrat,Male,Caucasian,1,0,1
116001,2009,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
116049,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
116071,2017,Mayor,0.01,0,0,Republican,Female,Caucasian,1,0,1
116075,1994,Mayor,1.0,1,1,Republican,Unknown,Caucasian,0,1,0
116102,2006,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
116125,1998,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
116126,1998,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
116129,2004,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1
116135,2010,Mayor,0.19,0,0,Democrat,Male,Black,1,0,1
116143,2014,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
116185,2015,Mayor,0.1,0,0,Democrat,Female,Hispanic,1,0,1
116189,2019,Mayor,0.04,0,0,Democrat,Female,Black,1,0,1
116195,1995,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
116257,1995,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
116260,2002,Mayor,0.02,0,0,Unknown,Female,Black,1,0,1
116264,2008,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
116277,1994,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
116278,1994,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
116281,1999,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
116303,2021,Mayor,0.02,0,0,Republican,Male,Hispanic,1,0,1
116310,2002,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
116318,2009,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
116328,2000,Mayor,0.21,0,0,Democrat,Female,Caucasian,1,0,1
116342,1993,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
116344,1997,Mayor,0.01,0,0,Democrat,Female,Caucasian,1,0,1
116356,2009,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
116365,2017,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
116380,2009,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
116416,2004,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
116453,2014,Mayor,0.03,0,0,Democrat,Female,Caucasian,1,0,1
116473,2013,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
116480,2018,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
116514,2003,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
116520,2011,Mayor,0.08,0,1,Republican,Male,Black,1,0,1
116537,2005,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
116548,2021,Mayor,0.01,0,0,Unknown,Female,Black,1,0,1
116577,2006,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
116590,2015,Mayor,0.04,0,1,Democrat,Male,Black,1,0,1
116596,1996,Mayor,0.02,0,0,Unknown,Female,Hispanic,1,0,1
116607,2011,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
116635,2018,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
116646,2012,Mayor,0.1,0,0,Republican,Male,Caucasian,1,0,1
116647,2013,Mayor,0.01,0,0,Democrat,Male,Asian,1,0,1
116652,2017,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
116660,2003,Mayor,0.06,0,0,Republican,Female,Caucasian,1,0,1
116668,2016,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
116673,2020,Mayor,0.02,0,0,Unknown,Unknown,Caucasian,1,0,1
116674,2021,Mayor,0.0,0,0,Democrat,Male,Hispanic,1,0,1
116678,2001,Mayor,0.34,0,0,Unknown,Male,Caucasian,1,0,1
116688,2009,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
116693,2015,Mayor,0.09,0,0,Democrat,Female,Hispanic,1,0,1
116711,2013,Mayor,0.03,0,0,Republican,Female,Caucasian,1,0,1
116721,2021,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
116758,2021,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
116766,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
116800,2010,Mayor,0.05,0,0,Republican,Male,Black,1,0,1
116818,2006,Mayor,0.01,0,0,Democrat,Male,Asian,1,0,1
116853,2011,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
116899,2009,Mayor,0.02,0,0,Democrat,Male,Hispanic,1,0,1
116900,2011,Mayor,0.1,0,0,Republican,Male,Black,1,0,1
116913,2021,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1
116935,1999,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
116966,2008,Mayor,0.04,0,0,Republican,Male,Black,1,0,1
116983,2013,Mayor,0.02,0,0,Republican,Male,Black,1,0,1
116986,2015,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1
117004,2009,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
117032,2008,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1
117034,2011,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
117044,1995,Mayor,0.0,0,0,Democrat,Male,Hispanic,1,0,1
117046,1999,Mayor,0.09,0,0,Democrat,Female,Caucasian,1,0,1
117087,2017,Mayor,0.04,0,0,Unknown,Unknown,Hispanic,1,0,1
117090,1993,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1
117093,1997,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
117094,1997,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
117100,2009,Mayor,0.01,0,0,Republican,Female,Caucasian,1,0,1
117107,2017,Mayor,0.02,0,0,Republican,Male,Hispanic,1,0,1
117114,2011,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
117132,2002,Mayor,0.17,0,0,Republican,Male,Caucasian,1,0,1
117136,2009,Mayor,0.05,0,0,Republican,Male,Caucasian,1,0,1
117141,2014,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
117145,2019,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
117160,2007,Mayor,0.0,0,0,Republican,Unknown,Unknown,1,0,1
117179,2010,Mayor,0.02,0,0,Democrat,Unknown,Caucasian,1,0,1
117180,2011,Mayor,0.02,0,0,Unknown,Male,Black,1,0,1
117195,2006,Mayor,0.12,0,0,Unknown,Male,Caucasian,1,0,1
117204,2017,Mayor,0.04,0,0,Republican,Male,Hispanic,1,0,1
117212,2000,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
117213,2003,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
117227,2016,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
117238,2004,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
117240,2007,Mayor,0.03,0,0,Republican,Male,Black,1,0,1
117241,2007,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
117264,2002,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
117272,2007,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
117293,2009,Mayor,0.04,0,0,Republican,Male,Caucasian,1,0,1
117297,2011,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
117328,2010,Mayor,0.05,0,0,Democrat,Unknown,Caucasian,1,0,1
117339,2017,Mayor,0.02,0,0,Democrat,Male,Hispanic,1,0,1
117365,2019,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1
117375,2009,Mayor,0.0,0,0,Democrat,Female,Black,1,0,1
117388,2021,Mayor,0.0,0,0,Unknown,Female,Caucasian,1,0,1
117398,2009,Mayor,0.0,0,0,Democrat,Male,Hispanic,1,0,1
117402,2016,Mayor,0.01,0,0,Republican,Female,Black,1,0,1
117420,2017,Mayor,0.02,0,0,Republican,Male,Hispanic,1,0,1
117437,2013,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1
117440,2015,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
117451,2003,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
117460,2010,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
117474,2021,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
117534,1997,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
117542,2017,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
117544,2017,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
117593,1997,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
117602,2009,Mayor,0.09,0,0,Unknown,Female,Caucasian,1,0,1
117628,2010,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
117653,2016,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
117673,2011,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
117690,2009,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
117697,2015,Mayor,0.04,0,0,Democrat,Female,Black,1,0,1
117734,2021,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1
117764,2001,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
117769,2004,Mayor,0.02,0,0,Unknown,Male,Hispanic,1,0,1
117772,2005,Mayor,0.09,0,0,Democrat,Female,Caucasian,1,0,1
117774,2007,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
117776,2009,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
117795,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
117803,2017,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
117856,2015,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1
117870,2006,Mayor,0.0,0,0,Unknown,Male,Hispanic,1,0,1
117898,2012,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
117904,2017,Mayor,0.04,0,0,Democrat,Female,Caucasian,1,0,1
117913,2000,Mayor,0.0,0,0,Republican,Unknown,Caucasian,1,0,1
117939,2001,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
117955,1996,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1
117969,2013,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
117973,2019,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1
117980,1999,Mayor,0.57,1,0,Unknown,Male,Caucasian,0,0,1
117995,2016,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
