contest,fips,geo_name,year,month,votes,candidate_count,ledb_candid,incumbent,vote_share,winner,n_winners,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,bonica.cid,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,W_ledb_candid,W_vote_share,W_votes,W_pid_est,W_race_est,W_gender_est,W_contributor.cfscore,W_bonica.cid,RU_ledb_candid,RU_vote_share,RU_votes,RU_pid_est,RU_race_est,RU_gender_est,W_ledb_candid,W_vote_share,W_votes,W_pid_est,W_race_est,W_gender_est,W_contributor.cfscore,W_bonica.cid,RU_ledb_candid,RU_vote_share,RU_votes,RU_pid_est,RU_race_est,RU_gender_est,RU_contributor.cfscore,RU_bonica.cid
1982425_2013_11_waterloo_IA_Mayor_mayor_1,1982425,waterloo,2013,11.0,4608.0,2,13928,1.0,0.5,win,1,0.95,0.05,D,0.97,0.03,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.2,4132334051.0,0.510558020756085,0.764889364952315,0.158607985051328,0.0597693203837157,0.034161435647778,13928.0,0.5,4608.0,D,caucasian,M,-0.2,4132334051.0,13975.0,0.5,4519.0,R,caucasian,M,13928.0,0.5,4608.0,D,caucasian,M,-0.2,4132334051.0,13975.0,0.5,4519.0,R,caucasian,M,1.13,2356681772.0
1367284_2009_12_roswell_GA_Mayor_mayor_1,1367284,roswell,2009,12.0,4603.0,2,6050,1.0,0.5,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.03,2410723347.0,0.506421729095887,0.753969368738894,0.114209340058639,0.1603565404835,0.104226585852954,6050.0,0.5,4603.0,R,caucasian,M,1.03,2410723347.0,6007.0,0.5,4524.0,R,caucasian,M,6050.0,0.5,4603.0,R,caucasian,M,1.03,2410723347.0,6007.0,0.5,4524.0,R,caucasian,M,,109224277.0
1916860_1997_NA_council bluffs_IA_Mayor_mayor_1,1916860,council bluffs,1997,,4593.0,2,13525,1.0,0.69,win,1,0.39,0.61,R,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.72,34224329432.0,0.519701926970137,0.956687461456417,0.0097733892780129,0.0384150427434816,0.0203387236953109,13525.0,0.69,4593.0,R,caucasian,M,0.72,34224329432.0,13519.0,0.31,2046.0,R,caucasian,M,13525.0,0.69,4593.0,R,caucasian,M,0.72,34224329432.0,13519.0,0.31,2046.0,R,caucasian,M,,34244367674.0
3711800_2007_11_chapel hill_NC_Mayor_mayor_1,3711800,chapel hill,2007,11.0,4583.0,2,37078,1.0,0.71,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.43,29326023069.0,0.538675433704296,0.743146721887339,0.101906563011649,0.054126838980071,0.127056092292659,37078.0,0.71,4583.0,D,caucasian,M,-0.43,29326023069.0,37079.0,0.29,1906.0,R,,,37078.0,0.71,4583.0,D,caucasian,M,-0.43,29326023069.0,37079.0,0.29,1906.0,R,,,0.94,2592821192.0
1207950_2003_NA_bradenton_FL_Mayor_mayor_1,1207950,bradenton,2003,,4573.0,2,2041,1.0,0.51,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.87,3153100810.0,0.52803964922309,0.76675156233076,0.15354504705897,0.129825018178637,0.0573385349151289,2041.0,0.51,4573.0,R,caucasian,M,0.87,3153100810.0,2037.0,0.49,4324.0,R,caucasian,M,2041.0,0.51,4573.0,R,caucasian,M,0.87,3153100810.0,2037.0,0.49,4324.0,R,caucasian,M,0.4,3124075370.0
4864472_1995_NA_san angelo_TX_Mayor_mayor_1,4864472,san angelo,1995,,4554.0,2,52122,1.0,0.76,win,1,0.01,0.99,R,0.97,0.03,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.7,2930986401.0,0.519607819543423,0.779512870979464,0.0476736819476885,0.305729850969995,0.155021674955137,52122.0,0.76,4554.0,R,caucasian,M,0.7,2930986401.0,52137.0,0.24,1428.0,,caucasian,,52122.0,0.76,4554.0,R,caucasian,M,0.7,2930986401.0,52137.0,0.24,1428.0,,caucasian,,,
950370_2009_11_new britain_CT_Mayor_mayor_1,950370,new britain,2009,11.0,4548.0,2,79044,1.0,0.51,win,1,0.0,1.0,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.85,2410717616.0,0.515354279996917,0.642026992616331,0.128020554438311,0.357880811622412,0.184412794572897,79044.0,0.51,4548.0,R,caucasian,M,0.85,2410717616.0,79043.0,0.49,4384.0,D,caucasian,M,79044.0,0.51,4548.0,R,caucasian,M,0.85,2410717616.0,79043.0,0.49,4384.0,D,caucasian,M,-0.5,107830415.0
2924778_2003_4_florissant_MO_Mayor_mayor_1,2924778,florissant,2003,4.0,4539.0,1,25265,1.0,1.0,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.05,2564800714.0,0.529106020562602,0.807552016130034,0.160816672542955,0.0163567990153943,0.0123173180727819,25265.0,1.0,4539.0,D,caucasian,M,-0.05,2564800714.0,,,,,,,25265.0,1.0,4539.0,D,caucasian,M,-0.05,2564800714.0,,,,,,,,
3725580_2003_11_gastonia_NC_Mayor_mayor_1,3725580,gastonia,2003,11.0,4538.0,2,37968,1.0,0.72,win,1,0.63,0.37,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.34,5000004086305207.0,0.527360307709088,0.680266976748733,0.262786437445426,0.0670175177424683,0.0402942883441389,37968.0,0.72,4538.0,D,caucasian,F,0.34,5000004086305207.0,37973.0,0.28,1729.0,,caucasian,M,37968.0,0.72,4538.0,D,caucasian,F,0.34,5000004086305207.0,37973.0,0.28,1729.0,,caucasian,M,,
5168000_2008_5_roanoke_VA_Mayor_mayor_1,5168000,roanoke,2008,5.0,4525.0,4,54951,1.0,0.41,lose,1,1.0,0.0,D,,,,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.523754070729157,0.652756867478173,0.281134415958684,0.0470286047665682,0.0372419705704322,54912.0,0.54,5968.0,D,caucasian,M,-0.3,2455752477.0,54951.0,0.41,4525.0,D,caucasian,,54912.0,0.54,5968.0,D,caucasian,M,-0.3,2455752477.0,54951.0,0.41,4525.0,D,caucasian,,,
4454640_1999_NA_pawtucket_RI_Mayor_mayor_1,4454640,pawtucket,1999,,4523.0,1,44289,1.0,1.0,win,1,0.99,0.01,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.25,3820442678.0,0.526145611006381,0.767773582494877,0.0693896117595396,0.132271340062507,0.111782942622706,44289.0,1.0,4523.0,D,caucasian,M,-0.25,3820442678.0,,,,,,,44289.0,1.0,4523.0,D,caucasian,M,-0.25,3820442678.0,,,,,,,,
946450_2021_11_meriden_CT_Mayor_mayor_1,946450,meriden,2021,11.0,4523.0,2,79018,1.0,0.57,win,1,1.0,0.0,D,1.0,0.0,M,0.04,0.8,0.15,0.01,0.0,caucasian,0.5,26602174018.0,,,,,,79018.0,0.57,4523.0,D,caucasian,M,0.5,26602174018.0,79012.0,0.43,3362.0,R,caucasian,F,79018.0,0.57,4523.0,D,caucasian,M,0.5,26602174018.0,79012.0,0.43,3362.0,R,caucasian,F,,
1712385_1995_4_champaign_IL_Mayor_mayor_1,1712385,champaign,1995,4.0,4521.0,2,9282,1.0,0.56,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,2576823571.0,0.48787115173047,0.769375653360742,0.148986628573966,0.0299201229526374,0.0686326945338253,9282.0,0.56,4521.0,D,caucasian,M,,2576823571.0,9283.0,0.44,3532.0,R,caucasian,M,9282.0,0.56,4521.0,D,caucasian,M,,2576823571.0,9283.0,0.44,3532.0,R,caucasian,M,0.85,104592953.0
2924778_2007_4_florissant_MO_Mayor_mayor_1,2924778,florissant,2007,4.0,4521.0,2,25265,1.0,0.57,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.05,2564800714.0,0.530802932467592,0.74212117623904,0.221830449292771,0.0182834951195949,0.0133203508792528,25265.0,0.57,4521.0,D,caucasian,M,-0.05,2564800714.0,25258.0,0.43,3359.0,D,caucasian,M,25265.0,0.57,4521.0,D,caucasian,M,-0.05,2564800714.0,25258.0,0.43,3359.0,D,caucasian,M,-0.88,109111890.0
2924778_2015_4_florissant_MO_Mayor_mayor_1,2924778,florissant,2015,4.0,4520.0,2,25269,1.0,0.63,win,1,0.95,0.05,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.45,106456809.0,0.537906431266868,0.607130378227932,0.334232666216654,0.0254118244330967,0.0104762116828751,25269.0,0.63,4520.0,D,caucasian,M,-0.45,106456809.0,25262.0,0.37,2647.0,D,caucasian,M,25269.0,0.63,4520.0,D,caucasian,M,-0.45,106456809.0,25262.0,0.37,2647.0,D,caucasian,M,,
4858016_2006_5_plano_TX_Mayor_mayor_1,4858016,plano,2006,5.0,4514.0,2,51912,1.0,0.57,win,1,0.03,0.97,R,0.46,0.54,F,0.0,1.0,0.0,0.0,0.0,caucasian,1.2,5000032078514787.0,0.507277046402174,0.714513019016355,0.0655788130112807,0.128425191880015,0.188493682349135,51912.0,0.57,4514.0,R,caucasian,F,1.2,5000032078514787.0,51901.0,0.43,3346.0,R,caucasian,M,51912.0,0.57,4514.0,R,caucasian,F,1.2,5000032078514787.0,51901.0,0.43,3346.0,R,caucasian,M,,2813940282.0
2467675_2005_11_rockville_MD_Mayor_mayor_1,2467675,rockville,2005,11.0,4502.0,2,18444,1.0,0.71,win,1,0.94,0.06,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.86,30919670268.0,0.516533465633303,0.640926942352998,0.0934019462047558,0.130067201411934,0.227485487714608,18444.0,0.71,4502.0,D,caucasian,M,-0.86,30919670268.0,18417.0,0.29,1861.0,R,caucasian,F,18444.0,0.71,4502.0,D,caucasian,M,-0.86,30919670268.0,18417.0,0.29,1861.0,R,caucasian,F,0.94,5000003290158024.0
908420_2011_11_bristol_CT_Mayor_mayor_1,908420,bristol,2011,11.0,4502.0,2,78768,1.0,0.51,win,1,1.0,0.0,D,0.97,0.03,M,0.02,0.97,0.01,0.0,0.0,caucasian,-0.42,2461748503.0,0.517719411985948,0.873298158364968,0.0399921340247553,0.104015957820965,0.0525932492073449,78768.0,0.51,4502.0,D,caucasian,M,-0.42,2461748503.0,78776.0,0.49,4296.0,R,caucasian,F,78768.0,0.51,4502.0,D,caucasian,M,-0.42,2461748503.0,78776.0,0.49,4296.0,R,caucasian,F,1.1,5000002735894249.0
4241216_2013_11_lancaster_PA_Mayor_mayor_1,4241216,lancaster,2013,11.0,4501.0,2,43678,1.0,0.58,win,1,1.0,0.0,D,,,,0.0,1.0,0.0,0.0,0.0,caucasian,-0.7,3159095574.0,0.503617565856417,0.565577515331487,0.165791442475516,0.390294219401019,0.167103948485944,43678.0,0.58,4501.0,D,caucasian,,-0.7,3159095574.0,43628.0,0.42,3315.0,R,caucasian,M,43678.0,0.58,4501.0,D,caucasian,,-0.7,3159095574.0,43628.0,0.42,3315.0,R,caucasian,M,1.31,5724174137.0
4751560_2006_4_murfreesboro_TN_Mayor_mayor_1,4751560,murfreesboro,2006,4.0,4494.0,1,47561,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.69,33316399980.0,0.506573504556352,0.773102097217486,0.146653939783103,0.0497257439683922,0.0556092622625907,47561.0,1.0,4494.0,D,caucasian,M,-0.69,33316399980.0,,,,,,,47561.0,1.0,4494.0,D,caucasian,M,-0.69,33316399980.0,,,,,,,,
5584250_2010_4_waukesha_WI_Mayor_mayor_1,5584250,waukesha,2010,4.0,4492.0,2,58047,1.0,0.42,lose,1,1.0,0.0,D,0.98,0.02,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.57,4616025167.0,0.509940891993552,0.88097796883396,0.0234735145224695,0.120605786362737,0.071042733108968,58046.0,0.58,6244.0,R,caucasian,M,,36168796002.0,58047.0,0.42,4492.0,D,caucasian,M,58046.0,0.58,6244.0,R,caucasian,M,,36168796002.0,58047.0,0.42,4492.0,D,caucasian,M,-0.57,4616025167.0
3563460_2018_3_rio rancho_NM_Mayor_mayor_1,3563460,rio rancho,2018,3.0,4487.0,3,30293,1.0,0.45,lose,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.3,4104323711.0,0.514196908194837,0.800306477484054,0.0305757692203198,0.40568156877089,0.0396939596450614,30286.0,0.51,5105.0,R,caucasian,M,1.1,109413990.0,30293.0,0.45,4487.0,D,caucasian,M,30286.0,0.51,5105.0,R,caucasian,M,1.1,109413990.0,30293.0,0.45,4487.0,D,caucasian,M,-0.3,4104323711.0
4241216_2021_11_lancaster_PA_Mayor_mayor_1,4241216,lancaster,2021,11.0,4487.0,2,43631,1.0,0.74,win,1,1.0,0.0,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,-0.94,5000004143350646.0,,,,,,43631.0,0.74,4487.0,D,caucasian,F,-0.94,5000004143350646.0,43683.0,0.26,1614.0,D,black,M,43631.0,0.74,4487.0,D,caucasian,F,-0.94,5000004143350646.0,43683.0,0.26,1614.0,D,black,M,-1.06,4049289057.0
3925256_2007_11_elyria_OH_Mayor_mayor_1,3925256,elyria,2007,11.0,4461.0,3,40413,1.0,0.51,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.17,2379695419.0,0.521200258442333,0.790883590269366,0.150858010967104,0.0423298953584554,0.0185333147002653,40413.0,0.51,4461.0,D,caucasian,M,-0.17,2379695419.0,40412.0,0.46,4009.0,D,caucasian,M,40413.0,0.51,4461.0,D,caucasian,M,-0.17,2379695419.0,40412.0,0.46,4009.0,D,caucasian,M,,
1768003_2011_4_schaumburg_IL_Mayor_mayor_1,1768003,schaumburg,2011,4.0,4455.0,2,11710,1.0,0.57,win,1,0.95,0.05,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.0,2964001674.0,0.517053136940415,0.695082905896401,0.0420849450484206,0.0901013233909785,0.229825273081999,11710.0,0.57,4455.0,D,caucasian,M,0.0,2964001674.0,11711.0,0.43,3303.0,R,caucasian,M,11710.0,0.57,4455.0,D,caucasian,M,0.0,2964001674.0,11711.0,0.43,3303.0,R,caucasian,M,1.28,2877961423.0
2670040_1999_NA_royal oak_MI_Mayor_mayor_1,2670040,royal oak,1999,,4454.0,1,23127,1.0,1.0,win,1,0.01,0.99,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,1.0,2592825080.0,0.513744381786479,0.951131200506254,0.0143982139823299,0.0127654356614457,0.0193117947208513,23127.0,1.0,4454.0,R,caucasian,M,1.0,2592825080.0,,,,,,,23127.0,1.0,4454.0,R,caucasian,M,1.0,2592825080.0,,,,,,,,
2540710_2009_11_methuen_MA_Mayor_mayor_1,2540710,methuen,2009,11.0,4437.0,2,19359,1.0,0.53,win,1,1.0,0.0,D,1.0,0.0,M,0.06,0.94,0.0,0.0,0.0,caucasian,-0.3,3816415790.0,0.523382528318442,0.827596895211067,0.0294609649950836,0.172117451808408,0.115527219765331,19359.0,0.53,4437.0,D,caucasian,M,-0.3,3816415790.0,19346.0,0.47,3954.0,R,caucasian,M,19359.0,0.53,4437.0,D,caucasian,M,-0.3,3816415790.0,19346.0,0.47,3954.0,R,caucasian,M,0.44,3779469578.0
3456550_2013_5_passaic_NJ_Mayor_mayor_1,3456550,passaic,2013,5.0,4434.0,5,29403,1.0,0.61,win,1,1.0,0.0,D,1.0,0.0,M,0.02,0.19,0.78,0.01,0.0,hispanic,,3165110878.0,0.498321987764591,0.509296934217058,0.0988064234002308,0.721507245454697,0.272747571449579,29403.0,0.61,4434.0,D,hispanic,M,,3165110878.0,29410.0,0.27,1960.0,R,hispanic,M,29403.0,0.61,4434.0,D,hispanic,M,,3165110878.0,29410.0,0.27,1960.0,R,hispanic,M,,
3681677_1993_11_white plains_NY_Mayor_mayor_1,3681677,white plains,1993,11.0,4417.0,4,35858,1.0,0.3,lose,1,0.49,0.51,R,1.0,0.0,M,0.02,0.97,0.01,0.0,0.0,caucasian,,2446742942.0,0.531997514603271,0.710383401505662,0.180936378710767,0.169658420444578,0.094841159281318,35870.0,0.43,6320.0,D,caucasian,M,-0.17,110285104.0,35858.0,0.3,4417.0,R,caucasian,M,35870.0,0.43,6320.0,D,caucasian,M,-0.17,110285104.0,35858.0,0.3,4417.0,R,caucasian,M,,2446742942.0
3665508_2015_11_schenectady_NY_Mayor_mayor_1,3665508,schenectady,2015,11.0,4394.0,3,35724,1.0,0.54,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.08,3846240241.0,0.513143706748712,0.589190669035832,0.202140247253183,0.106209351750288,0.0875034460989029,35724.0,0.54,4394.0,D,caucasian,M,-0.08,3846240241.0,35729.0,0.45,3664.0,R,caucasian,M,35724.0,0.54,4394.0,D,caucasian,M,-0.08,3846240241.0,35729.0,0.45,3664.0,R,caucasian,M,-0.15,2545806143.0
2523000_2014_12_fall river_MA_Mayor_mayor_1,2523000,fall river,2014,12.0,4393.0,8,19100,1.0,0.27,lose,1,0.9,0.1,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.31,29175895117.0,0.520961599615425,0.844730138812047,0.0468432839850366,0.0864627051648295,0.0435407579331751,19099.0,0.37,6021.0,D,caucasian,M,,109770043.0,19100.0,0.27,4393.0,D,caucasian,M,19099.0,0.37,6021.0,D,caucasian,M,,109770043.0,19100.0,0.27,4393.0,D,caucasian,M,-0.31,29175895117.0
5357745_1995_11_renton_WA_Mayor_mayor_1,5357745,renton,1995,11.0,4381.0,2,56135,1.0,0.49,lose,1,0.97,0.03,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,3234142788.0,0.502873790187393,0.757962036120316,0.0750911999131726,0.0529407562364272,0.134635258548151,56137.0,0.51,4586.0,D,caucasian,M,0.16,2829943302.0,56135.0,0.49,4381.0,D,caucasian,M,56137.0,0.51,4586.0,D,caucasian,M,0.16,2829943302.0,56135.0,0.49,4381.0,D,caucasian,M,,3234142788.0
3649121_2007_11_mount vernon_NY_Mayor_mayor_1,3649121,mount vernon,2007,11.0,4381.0,3,34593,1.0,0.35,lose,1,1.0,0.0,D,1.0,0.0,M,1.0,0.0,0.0,0.0,0.0,black,-0.23,3078021425.0,0.546552975657178,0.256185996622212,0.622587298561728,0.130854484266343,0.0775431532800272,34589.0,0.58,7222.0,D,black,M,-0.02,4844238686.0,34593.0,0.35,4381.0,D,black,M,34589.0,0.58,7222.0,D,black,M,-0.02,4844238686.0,34593.0,0.35,4381.0,D,black,M,-0.23,3078021425.0
4810912_1993_5_bryan_TX_Mayor_mayor_1,4810912,bryan,1993,5.0,4364.0,2,48664,1.0,0.7,win,1,0.26,0.74,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.503707468372955,0.683143232307129,0.173454026809514,0.222100462539047,0.133963025441115,48664.0,0.7,4364.0,R,caucasian,M,,,48666.0,0.3,1866.0,R,caucasian,M,48664.0,0.7,4364.0,R,caucasian,M,,,48666.0,0.3,1866.0,R,caucasian,M,,35759096117.0
4830464_2007_5_grand prairie_TX_Mayor_mayor_1,4830464,grand prairie,2007,5.0,4356.0,1,50432,1.0,1.0,win,1,0.03,0.97,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.508974420811279,0.554168913266156,0.181833046215873,0.397865247989274,0.223268376780368,50432.0,1.0,4356.0,R,caucasian,M,,,,,,,,,50432.0,1.0,4356.0,R,caucasian,M,,,,,,,,,,
1921000_2011_11_des moines_IA_Mayor_mayor_1,1921000,des moines,2011,11.0,4346.0,1,13739,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,34220316311.0,0.510347633232645,0.763558387018268,0.103568945933369,0.12120710450853,0.0915379787888254,13739.0,1.0,4346.0,D,caucasian,M,,34220316311.0,,,,,,,13739.0,1.0,4346.0,D,caucasian,M,,34220316311.0,,,,,,,,
1756640_2013_4_orland park_IL_Mayor_mayor_1,1756640,orland park,2013,4.0,4346.0,1,11591,1.0,1.0,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.08,2934991721.0,0.521373714687148,0.896230949714139,0.0248888669035111,0.064328332778436,0.0602663676539352,11591.0,1.0,4346.0,D,caucasian,M,-0.08,2934991721.0,,,,,,,11591.0,1.0,4346.0,D,caucasian,M,-0.08,2934991721.0,,,,,,,,
4737640_2019_6_jackson_TN_Mayor_mayor_1,4737640,jackson,2019,6.0,4339.0,2,47169,1.0,0.37,lose,1,0.93,0.07,D,1.0,0.0,M,0.72,0.27,0.0,0.0,0.0,black,-0.59,2595829038.0,0.540738738704154,0.494838397348225,0.448756060381939,0.0414310479412178,0.0162436658406701,47172.0,0.63,7397.0,R,caucasian,M,0.68,3191125321.0,47169.0,0.37,4339.0,D,black,M,47172.0,0.63,7397.0,R,caucasian,M,0.68,3191125321.0,47169.0,0.37,4339.0,D,black,M,-0.59,2595829038.0
628168_1994_NA_gardena_CA_Mayor_mayor_1,628168,gardena,1994,,4336.0,2,66932,1.0,0.7,win,1,0.98,0.02,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.1,4075300065.0,0.507758896241826,0.288265865515366,0.244959991038445,0.265756559789473,0.440752228991427,66932.0,0.7,4336.0,D,caucasian,M,-0.1,4075300065.0,66938.0,0.3,1848.0,D,black,M,66932.0,0.7,4336.0,D,caucasian,M,-0.1,4075300065.0,66938.0,0.3,1848.0,D,black,M,-0.33,4076296679.0
1775484_1993_4_tinley park_IL_Mayor_mayor_1,1775484,tinley park,1993,4.0,4332.0,2,11886,1.0,0.79,win,1,0.16,0.84,R,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.6,3725261883.0,0.514162882986207,0.952637368307179,0.0171037495492811,0.0301852862305724,0.0254781130810345,11886.0,0.79,4332.0,R,caucasian,M,0.6,3725261883.0,11892.0,0.21,1175.0,,caucasian,M,11886.0,0.79,4332.0,R,caucasian,M,0.6,3725261883.0,11892.0,0.21,1175.0,,caucasian,M,,
121184_2005_7_dothan_AL_Mayor_mayor_1,121184,dothan,2005,7.0,4319.0,2,2881,1.0,0.42,lose,1,0.67,0.33,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.528674277628491,0.65190971226707,0.313250329914574,0.0210369359609417,0.0180780007258794,2885.0,0.58,6027.0,R,caucasian,F,0.92,2362674124.0,2881.0,0.42,4319.0,D,caucasian,M,2885.0,0.58,6027.0,R,caucasian,F,0.92,2362674124.0,2881.0,0.42,4319.0,D,caucasian,M,,
3458200_2004_5_perth amboy_NJ_Mayor_mayor_1,3458200,perth amboy,2004,5.0,4317.0,2,29517,1.0,0.63,win,1,0.98,0.02,D,1.0,0.0,M,0.0,0.0,1.0,0.0,0.0,hispanic,,29175931463.0,0.505409423455768,0.479485370927093,0.102414546956368,0.731390903036394,0.353500187569792,29517.0,0.63,4317.0,D,hispanic,M,,29175931463.0,29515.0,0.37,2502.0,R,hispanic,M,29517.0,0.63,4317.0,D,hispanic,M,,29175931463.0,29515.0,0.37,2502.0,R,hispanic,M,-0.41,3818434668.0
4751560_2010_4_murfreesboro_TN_Mayor_mayor_1,4751560,murfreesboro,2010,4.0,4313.0,2,47561,1.0,0.67,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.69,33316399980.0,0.508785802951588,0.756195117465864,0.151809112224725,0.0593352029791734,0.062010942025654,47561.0,0.67,4313.0,D,caucasian,M,-0.69,33316399980.0,47551.0,0.33,2136.0,R,caucasian,M,47561.0,0.67,4313.0,D,caucasian,M,-0.69,33316399980.0,47551.0,0.33,2136.0,R,caucasian,M,,3078025770.0
3725580_2005_11_gastonia_NC_Mayor_mayor_1,3725580,gastonia,2005,11.0,4311.0,2,37968,1.0,0.82,win,1,0.63,0.37,D,0.02,0.98,F,0.0,1.0,0.0,0.0,0.0,caucasian,0.34,5000004086305207.0,0.52735889056624,0.665913625590974,0.267169020790784,0.0753534414507187,0.0474519704820801,37968.0,0.82,4311.0,D,caucasian,F,0.34,5000004086305207.0,37971.0,0.18,922.0,D,caucasian,M,37968.0,0.82,4311.0,D,caucasian,F,0.34,5000004086305207.0,37971.0,0.18,922.0,D,caucasian,M,,
1723074_2019_4_elgin_IL_Mayor_mayor_1,1723074,elgin,2019,4.0,4302.0,2,11340,1.0,0.66,win,1,0.85,0.15,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.503493916517703,0.622358520647952,0.0603778178422271,0.454875342027171,0.0744801749991217,11340.0,0.66,4302.0,D,caucasian,M,,,11295.0,0.34,2214.0,D,caucasian,F,11340.0,0.66,4302.0,D,caucasian,M,,,11295.0,0.34,2214.0,D,caucasian,F,-0.62,5000002724895590.0
3676540_2019_11_utica_NY_Mayor_mayor_1,3676540,utica,2019,11.0,4298.0,3,35855,1.0,0.47,win,1,1.0,0.0,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,0.28,2424737151.0,0.506811630384448,0.630758558196568,0.151639008281053,0.125002154493141,0.114692369652632,35855.0,0.47,4298.0,D,caucasian,M,0.28,2424737151.0,35848.0,0.44,4061.0,D,caucasian,M,35855.0,0.47,4298.0,D,caucasian,M,0.28,2424737151.0,35848.0,0.44,4061.0,D,caucasian,M,0.34,2268637205.0
1723074_2007_4_elgin_IL_Mayor_mayor_1,1723074,elgin,2007,4.0,4297.0,2,11341,1.0,0.98,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.94,5000004201406815.0,0.501429703731309,0.673088340769766,0.0720512659102949,0.407849712002441,0.210081181133911,11341.0,0.98,4297.0,D,caucasian,M,-0.94,5000004201406815.0,11338.0,0.02,79.0,,caucasian,M,11341.0,0.98,4297.0,D,caucasian,M,-0.94,5000004201406815.0,11338.0,0.02,79.0,,caucasian,M,,
3711800_2005_11_chapel hill_NC_Mayor_mayor_1,3711800,chapel hill,2005,11.0,4289.0,2,37078,1.0,0.78,win,1,1.0,0.0,D,1.0,0.0,M,0.0,1.0,0.0,0.0,0.0,caucasian,-0.43,29326023069.0,0.541680822171299,0.753531364008471,0.105429219763823,0.047834913870972,0.114636699403776,37078.0,0.78,4289.0,D,caucasian,M,-0.43,29326023069.0,37079.0,0.22,1178.0,R,,,37078.0,0.78,4289.0,D,caucasian,M,-0.43,29326023069.0,37079.0,0.22,1178.0,R,,,0.94,2592821192.0
1258715_1994_NA_port st. lucie_FL_Mayor_mayor_1,1258715,port st. lucie,1994,,4288.0,2,4350,1.0,0.52,win,1,0.98,0.02,D,0.99,0.01,M,0.0,1.0,0.0,0.0,0.0,caucasian,,,0.514211042143091,0.878809043697687,0.0709143957913236,0.0752176998727033,0.0304385539997071,4350.0,0.52,4288.0,D,caucasian,M,,,4337.0,0.48,3941.0,D,caucasian,F,4350.0,0.52,4288.0,D,caucasian,M,,,4337.0,0.48,3941.0,D,caucasian,F,0.62,5000002743901384.0
