,geo_name,year,votes,vote_share,incumbent,winner,prob_democrat,prob_republican,pid_est,prob_male,prob_female,gender_est,prob_black,prob_white,prob_hispanic,prob_asian,prob_other,race_est,contributor.cfscore,percent_women,percent_white,percent_black,percent_hispanic,percent_asian_american,candidate_count,cpi_prevYear,unemployment_prevYear,pid_est_knn,gender_est_knn,race_est_knn
4132,Portsmouth,2016,1555.0,0.04,0.0,0,0.87,0.13,Democrat,1.0,0.0,Male,0.06,0.93,0.0,0.01,0.0,Caucasian,-0.3620114576702737,0.519318545715161,0.404914908106166,0.530219625301875,0.0389859500920326,0.0169494941140604,6,237.00175,5.3,0.0,1.0,2.0
4692,Portsmouth,2016,486.0,0.01,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.13,0.86,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.519318545715161,0.404914908106166,0.530219625301875,0.0389859500920326,0.0169494941140604,6,237.00175,5.3,0.4171351472903081,0.8053922562335293,2.0
4700,Portsmouth,2016,479.0,0.01,0.0,0,0.21,0.79,Republican,1.0,0.0,Male,0.0,0.99,0.0,0.0,0.0,Caucasian,0.31,0.519318545715161,0.404914908106166,0.530219625301875,0.0389859500920326,0.0169494941140604,6,237.00175,5.3,1.0,1.0,2.0
759,Providence,1994,20510.0,0.55,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.2,0.523347034006594,0.637707603359133,0.147107840550942,0.213397792162377,0.180735724470959,3,144.475,6.9,1.0,1.0,2.0
1112,Providence,1994,14955.0,0.4,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.01,0.91,0.08,0.0,0.0,Caucasian,-0.38,0.523347034006594,0.637707603359133,0.147107840550942,0.213397792162377,0.180735724470959,3,144.475,6.9,0.0,1.0,2.0
4154,Providence,1994,1513.0,0.04,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.01,0.98,0.01,0.0,0.0,Caucasian,-0.26,0.523347034006594,0.637707603359133,0.147107840550942,0.213397792162377,0.180735724470959,3,144.475,6.9,1.0,1.0,2.0
410,Providence,2006,32202.0,0.83,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.8,0.519542953141139,0.516760553162749,0.154394407299951,0.348742980111371,0.252669126442238,2,195.26666666666665,5.1,0.0,1.0,2.0
2441,Providence,2006,6381.0,0.17,0.0,0,0.08,0.92,Republican,1.0,0.0,Male,0.01,0.98,0.01,0.0,0.0,Caucasian,0.94,0.519542953141139,0.516760553162749,0.154394407299951,0.348742980111371,0.252669126442238,2,195.26666666666665,5.1,1.0,1.0,2.0
782,Providence,2014,20027.0,0.52,0.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.44,0.517250444578268,0.518913459477635,0.163563884564523,0.401883807165927,0.181835161518959,3,232.95175,7.4,0.0,1.0,3.0
938,Providence,2014,17306.0,0.45,1.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.2,0.517250444578268,0.518913459477635,0.163563884564523,0.401883807165927,0.181835161518959,3,232.95175,7.4,1.0,1.0,2.0
4384,Providence,2014,1002.0,0.03,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.01,0.98,0.01,0.0,0.0,Caucasian,0.94,0.517250444578268,0.518913459477635,0.163563884564523,0.401883807165927,0.181835161518959,3,232.95175,7.4,1.0,1.0,2.0
532,Providence,2018,26935.0,0.64,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,0.0,1.0,0.0,0.0,Hispanic,-0.44,0.516420885561879,0.540062346551006,0.166733030808875,0.422762008912909,0.100676198056173,3,245.121,4.4,0.0,1.0,3.0
1196,Providence,2018,14016.0,0.33,0.0,0,0.82,0.18,Democrat,0.02,0.98,Female,0.07,0.88,0.04,0.0,0.0,Caucasian,-0.3620114576702737,0.516420885561879,0.540062346551006,0.166733030808875,0.422762008912909,0.100676198056173,3,245.121,4.4,0.0,0.0,2.0
4311,Providence,2018,1172.0,0.03,0.0,0,0.49,0.51,Republican,1.0,0.0,Male,0.03,0.95,0.02,0.0,0.0,Caucasian,0.8224900398406375,0.516420885561879,0.540062346551006,0.166733030808875,0.422762008912909,0.100676198056173,3,245.121,4.4,1.0,1.0,2.0
2716,Provo,2013,5418.0,0.86,1.0,1,0.0,1.0,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.83,0.504991296079391,0.857455747494595,0.0075976132894441,0.156433950791577,0.0797274207809867,2,229.5860833333333,8.1,1.0,1.0,2.0
4485,Provo,2013,846.0,0.14,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.04,0.504991296079391,0.857455747494595,0.0075976132894441,0.156433950791577,0.0797274207809867,2,229.5860833333333,8.1,1.0,1.0,2.0
1529,Provo,2021,10752.0,0.75,1.0,1,0.0,1.0,Republican,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.504991296079391,0.857455747494595,0.0075976132894441,0.156433950791577,0.0797274207809867,2,258.85574999999994,8.1,1.0,0.0,2.0
3293,Provo,2021,3674.0,0.25,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.06,0.94,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.504991296079391,0.857455747494595,0.0075976132894441,0.156433950791577,0.0797274207809867,2,258.85574999999994,8.1,0.4171351472903081,1.0,2.0
1015,Quincy,1995,16297.0,0.87,1.0,1,0.94,0.06,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.0,0.529461452149607,0.856393631921646,0.016519145158132,0.0174655944847644,0.116417916074101,2,148.225,6.1,0.0,1.0,2.0
3695,Quincy,1995,2518.0,0.13,0.0,0,0.91,0.09,Democrat,1.0,0.0,Male,0.13,0.86,0.01,0.0,0.0,Caucasian,-0.3620114576702737,0.529461452149607,0.856393631921646,0.016519145158132,0.0174655944847644,0.116417916074101,2,148.225,6.1,0.0,1.0,2.0
1311,Quincy,2007,12671.0,0.54,0.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.17,0.521740666447716,0.709890618995253,0.0388624250391732,0.0296881369143818,0.229379541970129,2,201.55833333333337,4.6,0.0,1.0,2.0
1548,Quincy,2007,10621.0,0.46,1.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.24,0.521740666447716,0.709890618995253,0.0388624250391732,0.0296881369143818,0.229379541970129,2,201.55833333333337,4.6,0.0,1.0,2.0
1262,Quincy,2009,13230.0,0.54,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.17,0.521238283728717,0.68529410578734,0.0436463418292838,0.0322143616131718,0.248445989592706,2,215.25425,5.8,0.0,1.0,2.0
1464,Quincy,2009,11275.0,0.46,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.24,0.521238283728717,0.68529410578734,0.0436463418292838,0.0322143616131718,0.248445989592706,2,215.25425,5.8,0.0,1.0,2.0
1566,Quincy,2011,10510.0,0.56,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.17,0.520292206627365,0.666818049270406,0.0465667852103441,0.033216546017094,0.262542093277942,2,218.0761666666667,9.6,0.0,1.0,2.0
1947,Quincy,2011,8340.0,0.44,0.0,0,0.94,0.06,Democrat,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.71,0.520292206627365,0.666818049270406,0.0465667852103441,0.033216546017094,0.262542093277942,2,218.0761666666667,9.6,0.0,0.0,2.0
1332,Quincy,2015,12425.0,0.56,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.17,0.517512663659955,0.642106849618495,0.0486807251543639,0.032172834235203,0.280793612773733,2,236.715,6.2,0.0,1.0,2.0
1705,Quincy,2015,9615.0,0.44,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.24,0.517512663659955,0.642106849618495,0.0486807251543639,0.032172834235203,0.280793612773733,2,236.715,6.2,0.0,1.0,2.0
1745,Quincy,2019,9377.0,0.71,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.17,0.514733120692546,0.617395649966583,0.0507946650983837,0.0311291224533119,0.299045132269524,2,251.09949999999995,3.9,0.0,1.0,2.0
3218,Quincy,2019,3902.0,0.29,0.0,0,0.73,0.27,Democrat,0.0,1.0,Female,0.03,0.96,0.0,0.0,0.0,Caucasian,0.26,0.514733120692546,0.617395649966583,0.0507946650983837,0.0311291224533119,0.299045132269524,2,251.09949999999995,3.9,0.0,0.0,2.0
1909,Racine,1999,8497.0,0.55,1.0,1,0.15,0.85,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.49,0.514205346223823,0.696578452126257,0.201339348739128,0.133714979520219,0.0750073859678753,2,163.00833333333335,4.5,1.0,1.0,2.0
2253,Racine,1999,7050.0,0.45,0.0,0,0.22,0.78,Republican,0.99,0.01,Male,0.04,0.88,0.05,0.03,0.0,Caucasian,0.49,0.514205346223823,0.696578452126257,0.201339348739128,0.133714979520219,0.0750073859678753,2,163.00833333333335,4.5,1.0,1.0,2.0
578,Raleigh,1995,25423.0,0.6,1.0,1,0.02,0.98,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.05,0.510052461433659,0.662438248225446,0.276906565368116,0.042035451665741,0.0480953481438877,2,148.225,6.1,1.0,1.0,2.0
981,Raleigh,1995,16691.0,0.4,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.15541763341067283,0.7324903325599382,0.08610208816705338,0.024184068058778034,0.000675990675990676,Unknown,-0.14590909090909085,0.510052461433659,0.662438248225446,0.276906565368116,0.042035451665741,0.0480953481438877,2,148.225,6.1,0.4171351472903081,0.8053922562335293,1.9062258313998452
857,Raleigh,1997,18693.0,0.56,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.05,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,6,156.85833333333332,5.4,1.0,1.0,2.0
1232,Raleigh,1997,13597.0,0.41,0.0,0,0.0,1.0,Republican,0.8055726738293127,0.1944273261706872,Unknown,0.28,0.58,0.07,0.07,0.0,Caucasian,0.8224900398406375,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,6,156.85833333333332,5.4,1.0,0.8053922562335293,2.0
4773,Raleigh,1997,385.0,0.01,0.0,0,0.73,0.27,Democrat,0.92,0.08,Male,0.88,0.1,0.02,0.0,0.0,Black,-0.3620114576702737,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,6,156.85833333333332,5.4,0.0,1.0,1.0
4774,Raleigh,1997,385.0,0.01,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.97,0.03,Male,0.64,0.34,0.01,0.0,0.0,Black,-0.14590909090909085,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,6,156.85833333333332,5.4,0.4171351472903081,1.0,1.0
4821,Raleigh,1997,318.0,0.01,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.01,0.98,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,6,156.85833333333332,5.4,0.4171351472903081,1.0,2.0
4969,Raleigh,1997,170.0,0.01,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.8055726738293127,0.1944273261706872,Unknown,0.15541763341067283,0.7324903325599382,0.08610208816705338,0.024184068058778034,0.000675990675990676,Unknown,-0.14590909090909085,0.50805760573706,0.650690665682885,0.277347048318166,0.0531944539486682,0.055501853987802,6,156.85833333333332,5.4,0.4171351472903081,0.8053922562335293,1.9062258313998452
570,Raleigh,2001,25655.0,0.51,0.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.45,0.5062431511388,0.627296802581915,0.279539341739703,0.0742961628786597,0.0699900165105426,2,172.1916666666667,4.0,0.0,1.0,2.0
595,Raleigh,2001,24599.0,0.49,1.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.02,0.98,0.0,0.0,0.0,Caucasian,1.01,0.5062431511388,0.627296802581915,0.279539341739703,0.0742961628786597,0.0699900165105426,2,172.1916666666667,4.0,1.0,1.0,2.0
527,Raleigh,2003,27128.0,0.59,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.45,0.508598809032081,0.615751824007656,0.282602479732625,0.0830225738898609,0.0767468240242805,2,179.86666666666667,5.8,0.0,1.0,2.0
836,Raleigh,2003,18918.0,0.41,0.0,0,0.0,1.0,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.06,0.508598809032081,0.615751824007656,0.282602479732625,0.0830225738898609,0.0767468240242805,2,179.86666666666667,5.8,1.0,1.0,2.0
822,Raleigh,2005,19219.0,0.7,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.45,0.510954466925361,0.604206845433398,0.285665617725547,0.0917489849010621,0.0835036315380185,3,188.9083333333333,5.5,0.0,1.0,2.0
2368,Raleigh,2005,6654.0,0.24,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.05,0.94,0.0,0.0,0.0,Caucasian,1.34,0.510954466925361,0.604206845433398,0.285665617725547,0.0917489849010621,0.0835036315380185,3,188.9083333333333,5.5,1.0,1.0,2.0
4093,Raleigh,2005,1638.0,0.06,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.99,0.01,Male,0.01,0.98,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.510954466925361,0.604206845433398,0.285665617725547,0.0917489849010621,0.0835036315380185,3,188.9083333333333,5.5,0.4171351472903081,1.0,2.0
923,Raleigh,2009,17511.0,0.62,1.0,1,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.45,0.515665782711922,0.581116888284881,0.291791893711392,0.109201806923465,0.0970172465654944,4,215.25425,5.8,0.0,1.0,2.0
1997,Raleigh,2009,8054.0,0.29,0.0,0,0.11,0.89,Republican,0.98,0.02,Male,0.06,0.93,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.515665782711922,0.581116888284881,0.291791893711392,0.109201806923465,0.0970172465654944,4,215.25425,5.8,1.0,1.0,2.0
3960,Raleigh,2009,1901.0,0.07,0.0,0,0.92,0.08,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.88,0.515665782711922,0.581116888284881,0.291791893711392,0.109201806923465,0.0970172465654944,4,215.25425,5.8,0.0,1.0,2.0
4531,Raleigh,2009,782.0,0.03,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.03,0.94,0.03,0.0,0.0,Caucasian,-0.14590909090909085,0.515665782711922,0.581116888284881,0.291791893711392,0.109201806923465,0.0970172465654944,4,215.25425,5.8,0.4171351472903081,1.0,2.0
403,Raleigh,2013,32561.0,0.73,1.0,1,0.82,0.18,Democrat,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.51715162701241,0.577656092700366,0.292358943783114,0.112960313807077,0.0840547951989581,3,229.5860833333333,8.1,0.0,0.0,2.0
1676,Raleigh,2013,9771.0,0.22,0.0,0,0.0,1.0,Republican,0.99,0.01,Male,0.15,0.82,0.01,0.02,0.0,Caucasian,1.33,0.51715162701241,0.577656092700366,0.292358943783114,0.112960313807077,0.0840547951989581,3,229.5860833333333,8.1,1.0,1.0,2.0
3773,Raleigh,2013,2309.0,0.05,0.0,0,0.0,1.0,Republican,0.0,1.0,Female,0.85,0.14,0.01,0.0,0.0,Black,0.8224900398406375,0.51715162701241,0.577656092700366,0.292358943783114,0.112960313807077,0.0840547951989581,3,229.5860833333333,8.1,1.0,0.0,1.0
533,Raleigh,2015,26894.0,0.75,1.0,1,0.82,0.18,Democrat,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.517356970581641,0.579197221835442,0.291715931166622,0.112557181392418,0.0731608917833547,2,236.715,6.2,0.0,0.0,2.0
1789,Raleigh,2015,9129.0,0.25,0.0,0,0.0,1.0,Republican,0.99,0.01,Male,0.15,0.82,0.01,0.02,0.0,Caucasian,1.33,0.517356970581641,0.579197221835442,0.291715931166622,0.112557181392418,0.0731608917833547,2,236.715,6.2,1.0,1.0,2.0
421,Raleigh,2017,31598.0,0.58,1.0,1,0.82,0.18,Democrat,0.0,1.0,Female,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.3620114576702737,0.517562314150873,0.580738350970518,0.29107291855013,0.112154048977759,0.0622669883677511,2,240.00541666666663,4.9,0.0,0.0,2.0
642,Raleigh,2017,23190.0,0.42,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.89,0.1,0.0,0.0,0.0,Black,-0.35,0.517562314150873,0.580738350970518,0.29107291855013,0.112154048977759,0.0622669883677511,2,240.00541666666663,4.9,0.0,1.0,1.0
849,Rancho Cucamonga,2014,18763.0,0.69,1.0,1,0.42,0.58,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.4,0.506539444949224,0.610571932109253,0.0953431863668047,0.360430673764799,0.18819192649976,2,232.95175,7.4,1.0,1.0,2.0
1964,Rancho Cucamonga,2014,8277.0,0.31,0.0,0,0.15,0.85,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.506539444949224,0.610571932109253,0.0953431863668047,0.360430673764799,0.18819192649976,2,232.95175,7.4,1.0,1.0,2.0
474,Rancho Cucamonga,2018,29143.0,0.57,1.0,1,0.42,0.58,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.4,0.506910158920467,0.601541881995585,0.0984367675444935,0.371806170817693,0.149305574556497,3,245.121,4.4,1.0,1.0,2.0
885,Rancho Cucamonga,2018,18065.0,0.35,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.06,0.9,0.04,0.0,0.0,Caucasian,1.13,0.506910158920467,0.601541881995585,0.0984367675444935,0.371806170817693,0.149305574556497,3,245.121,4.4,1.0,1.0,2.0
3089,Rancho Cucamonga,2018,4263.0,0.08,0.0,0,0.22,0.78,Republican,1.0,0.0,Male,0.46,0.53,0.01,0.0,0.0,Caucasian,1.38,0.506910158920467,0.601541881995585,0.0984367675444935,0.371806170817693,0.149305574556497,3,245.121,4.4,1.0,1.0,2.0
2580,Rapid City,1995,5860.0,0.56,1.0,1,0.02,0.98,Republican,0.97,0.03,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.07,0.510367856577703,0.86257829295676,0.0111935874252162,0.0249827431245001,0.0171517947320522,2,148.225,6.1,1.0,1.0,2.0
2975,Rapid City,1995,4616.0,0.44,0.0,0,0.36,0.64,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.510367856577703,0.86257829295676,0.0111935874252162,0.0249827431245001,0.0171517947320522,2,148.225,6.1,1.0,1.0,2.0
2185,Rapid City,1999,7286.0,0.58,1.0,1,0.16,0.84,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.509851181327787,0.847147832664867,0.0100096168760544,0.027141598702911,0.0176971396936381,2,163.00833333333335,4.5,1.0,1.0,2.0
2775,Rapid City,1999,5247.0,0.42,0.0,0,0.01,0.99,Republican,1.0,0.0,Male,0.01,0.98,0.0,0.0,0.0,Caucasian,1.15,0.509851181327787,0.847147832664867,0.0100096168760544,0.027141598702911,0.0176971396936381,2,163.00833333333335,4.5,1.0,1.0,2.0
2815,Rapid City,2001,5090.0,0.52,0.0,1,0.36,0.64,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.509298695836148,0.839392651480476,0.0098665186869812,0.0290570391280973,0.0179984478414846,2,172.1916666666667,4.0,1.0,1.0,2.0
2914,Rapid City,2001,4762.0,0.48,1.0,0,0.16,0.84,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.509298695836148,0.839392651480476,0.0098665186869812,0.0290570391280973,0.0179984478414846,2,172.1916666666667,4.0,1.0,1.0,2.0
3155,Rapid City,2003,4105.0,0.51,0.0,1,0.16,0.84,Republican,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.508452062477827,0.831597519257642,0.0101723075834159,0.0318084921892644,0.0183283916563847,2,179.86666666666667,5.8,1.0,1.0,2.0
3225,Rapid City,2003,3879.0,0.49,1.0,0,0.36,0.64,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.508452062477827,0.831597519257642,0.0101723075834159,0.0318084921892644,0.0183283916563847,2,179.86666666666667,5.8,1.0,1.0,2.0
2130,Rapid City,2013,7505.0,0.73,1.0,1,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.504109273247125,0.80163933965798,0.0116806886412102,0.0450318789642985,0.0184895479944541,2,229.5860833333333,8.1,1.0,1.0,2.0
3598,Rapid City,2013,2803.0,0.27,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,1.1,0.504109273247125,0.80163933965798,0.0116806886412102,0.0450318789642985,0.0184895479944541,2,229.5860833333333,8.1,1.0,1.0,2.0
1899,Rapid City,2015,8538.0,0.54,0.0,1,0.07,0.93,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.503189558262739,0.799855861778152,0.011972768588059,0.0474274130049314,0.0178271166517335,2,236.715,6.2,1.0,1.0,2.0
2183,Rapid City,2015,7312.0,0.46,1.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.503189558262739,0.799855861778152,0.011972768588059,0.0474274130049314,0.0178271166517335,2,236.715,6.2,1.0,1.0,2.0
2483,Rapid City,2019,6237.0,0.75,1.0,1,0.07,0.93,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.501350128293968,0.796288906018497,0.0125569284817565,0.0522184810861972,0.0165022539662924,2,251.09949999999995,3.9,1.0,1.0,2.0
3872,Rapid City,2019,2115.0,0.25,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,0.02,0.98,Female,0.35,0.47,0.06,0.12,0.01,Caucasian,-0.14590909090909085,0.501350128293968,0.796288906018497,0.0125569284817565,0.0522184810861972,0.0165022539662924,2,251.09949999999995,3.9,0.4171351472903081,0.0,2.0
2585,Reading,2007,5847.0,0.67,1.0,1,1.0,0.0,Democrat,0.99,0.01,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.23,0.515370554511247,0.516225848784142,0.129124389445815,0.519075542309346,0.291594972857972,5,201.55833333333337,4.6,0.0,1.0,2.0
4252,Reading,2007,1297.0,0.15,0.0,0,0.0,1.0,Republican,1.0,0.0,Male,0.01,0.99,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.515370554511247,0.516225848784142,0.129124389445815,0.519075542309346,0.291594972857972,5,201.55833333333337,4.6,1.0,1.0,2.0
4497,Reading,2007,823.0,0.09,0.0,0,0.12,0.88,Republican,0.8055726738293127,0.1944273261706872,Unknown,0.01,0.94,0.05,0.0,0.0,Caucasian,0.85,0.515370554511247,0.516225848784142,0.129124389445815,0.519075542309346,0.291594972857972,5,201.55833333333337,4.6,1.0,0.8053922562335293,2.0
4606,Reading,2007,649.0,0.07,1.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.1,0.515370554511247,0.516225848784142,0.129124389445815,0.519075542309346,0.291594972857972,5,201.55833333333337,4.6,0.0,1.0,2.0
5054,Reading,2007,103.0,0.01,0.0,0,1.0,0.0,Democrat,0.99,0.01,Male,0.13,0.86,0.01,0.0,0.0,Caucasian,-0.3620114576702737,0.515370554511247,0.516225848784142,0.129124389445815,0.519075542309346,0.291594972857972,5,201.55833333333337,4.6,0.0,1.0,2.0
3221,Redondo Beach,1993,3884.0,0.55,1.0,1,0.06,0.94,Republican,0.97,0.03,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.8224900398406375,0.490679509947688,0.845155332185867,0.0187185883469256,0.120897355839607,0.117370528587781,2,140.3083333333333,7.5,1.0,1.0,2.0
3451,Redondo Beach,1993,3219.0,0.45,0.0,0,1.0,0.0,Democrat,1.0,0.0,Male,0.1,0.8,0.07,0.03,0.0,Caucasian,-0.5,0.490679509947688,0.845155332185867,0.0187185883469256,0.120897355839607,0.117370528587781,2,140.3083333333333,7.5,0.0,1.0,2.0
1972,Redondo Beach,2017,8232.0,0.52,0.0,1,0.94,0.06,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.44,0.497392386381832,0.720669479962565,0.0324936385997911,0.157410212940388,0.143999130161954,5,240.00541666666663,4.9,0.0,1.0,2.0
2258,Redondo Beach,2017,7038.0,0.44,1.0,0,0.16,0.84,Republican,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,0.59,0.497392386381832,0.720669479962565,0.0324936385997911,0.157410212940388,0.143999130161954,5,240.00541666666663,4.9,1.0,1.0,2.0
4842,Redondo Beach,2017,294.0,0.02,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.32,0.66,0.02,0.01,0.0,Caucasian,-0.14590909090909085,0.497392386381832,0.720669479962565,0.0324936385997911,0.157410212940388,0.143999130161954,5,240.00541666666663,4.9,0.4171351472903081,1.0,2.0
4878,Redondo Beach,2017,260.0,0.02,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.11,0.88,0.01,0.0,0.0,Caucasian,-0.14590909090909085,0.497392386381832,0.720669479962565,0.0324936385997911,0.157410212940388,0.143999130161954,5,240.00541666666663,4.9,0.4171351472903081,1.0,2.0
5035,Redondo Beach,2017,115.0,0.01,0.0,0,0.5732651225545311,0.42673487744546884,Unknown,1.0,0.0,Male,0.1,0.89,0.0,0.0,0.0,Caucasian,-0.14590909090909085,0.497392386381832,0.720669479962565,0.0324936385997911,0.157410212940388,0.143999130161954,5,240.00541666666663,4.9,0.4171351472903081,1.0,2.0
1757,Redondo Beach,2021,9305.0,0.68,1.0,1,0.94,0.06,Democrat,1.0,0.0,Male,0.0,1.0,0.0,0.0,0.0,Caucasian,-0.44,0.497392386381832,0.720669479962565,0.0324936385997911,0.157410212940388,0.143999130161954,4,258.85574999999994,8.1,0.0,1.0,2.0
